,POSTAL_CODE,NUTS3_ID,NUTS1_NAME,NUTS2_NAME,NUTS3_NAME,RLK2022,KTU2022
3458,64747,DE71B,Hessen,Darmstadt,Odenwaldkreis,zentral,Städtischer Kreis
3459,64407,DE71B,Hessen,Darmstadt,Odenwaldkreis,zentral,Städtischer Kreis
3460,65399,DE71D,Hessen,Darmstadt,Rheingau-Taunus-Kreis,zentral,Städtischer Kreis
3461,65391,DE71D,Hessen,Darmstadt,Rheingau-Taunus-Kreis,zentral,Städtischer Kreis
3462,65529,DE71D,Hessen,Darmstadt,Rheingau-Taunus-Kreis,zentral,Städtischer Kreis
3463,63694,DE71E,Hessen,Darmstadt,Wetteraukreis,sehr zentral,Städtischer Kreis
3464,80999,DE212,Bayern,Oberbayern,"München, Stadt",sehr zentral,kreisfreie Großstadt
3465,81241,DE212,Bayern,Oberbayern,"München, Stadt",sehr zentral,kreisfreie Großstadt
3466,81243,DE212,Bayern,Oberbayern,"München, Stadt",sehr zentral,kreisfreie Großstadt
3467,81245,DE212,Bayern,Oberbayern,"München, Stadt",sehr zentral,kreisfreie Großstadt
3468,81247,DE212,Bayern,Oberbayern,"München, Stadt",sehr zentral,kreisfreie Großstadt
3469,81249,DE212,Bayern,Oberbayern,"München, Stadt",sehr zentral,kreisfreie Großstadt
3470,81369,DE212,Bayern,Oberbayern,"München, Stadt",sehr zentral,kreisfreie Großstadt
3471,81371,DE212,Bayern,Oberbayern,"München, Stadt",sehr zentral,kreisfreie Großstadt
3472,81373,DE212,Bayern,Oberbayern,"München, Stadt",sehr zentral,kreisfreie Großstadt
3473,81375,DE212,Bayern,Oberbayern,"München, Stadt",sehr zentral,kreisfreie Großstadt
3474,81377,DE212,Bayern,Oberbayern,"München, Stadt",sehr zentral,kreisfreie Großstadt
3475,81379,DE212,Bayern,Oberbayern,"München, Stadt",sehr zentral,kreisfreie Großstadt
3476,81475,DE212,Bayern,Oberbayern,"München, Stadt",sehr zentral,kreisfreie Großstadt
3477,81476,DE212,Bayern,Oberbayern,"München, Stadt",sehr zentral,kreisfreie Großstadt
3478,81477,DE212,Bayern,Oberbayern,"München, Stadt",sehr zentral,kreisfreie Großstadt
3479,81479,DE212,Bayern,Oberbayern,"München, Stadt",sehr zentral,kreisfreie Großstadt
3480,81539,DE212,Bayern,Oberbayern,"München, Stadt",sehr zentral,kreisfreie Großstadt
3481,81541,DE212,Bayern,Oberbayern,"München, Stadt",sehr zentral,kreisfreie Großstadt
3482,81543,DE212,Bayern,Oberbayern,"München, Stadt",sehr zentral,kreisfreie Großstadt
3483,81547,DE212,Bayern,Oberbayern,"München, Stadt",sehr zentral,kreisfreie Großstadt
3484,81549,DE212,Bayern,Oberbayern,"München, Stadt",sehr zentral,kreisfreie Großstadt
3485,81667,DE212,Bayern,Oberbayern,"München, Stadt",sehr zentral,kreisfreie Großstadt
3486,81669,DE212,Bayern,Oberbayern,"München, Stadt",sehr zentral,kreisfreie Großstadt
3487,81671,DE212,Bayern,Oberbayern,"München, Stadt",sehr zentral,kreisfreie Großstadt
3488,81673,DE212,Bayern,Oberbayern,"München, Stadt",sehr zentral,kreisfreie Großstadt
3489,81675,DE212,Bayern,Oberbayern,"München, Stadt",sehr zentral,kreisfreie Großstadt
3490,81677,DE212,Bayern,Oberbayern,"München, Stadt",sehr zentral,kreisfreie Großstadt
3491,81679,DE212,Bayern,Oberbayern,"München, Stadt",sehr zentral,kreisfreie Großstadt
3492,81735,DE212,Bayern,Oberbayern,"München, Stadt",sehr zentral,kreisfreie Großstadt
3493,81737,DE212,Bayern,Oberbayern,"München, Stadt",sehr zentral,kreisfreie Großstadt
3494,81739,DE212,Bayern,Oberbayern,"München, Stadt",sehr zentral,kreisfreie Großstadt
3495,81825,DE212,Bayern,Oberbayern,"München, Stadt",sehr zentral,kreisfreie Großstadt
3496,81827,DE212,Bayern,Oberbayern,"München, Stadt",sehr zentral,kreisfreie Großstadt
3497,81925,DE212,Bayern,Oberbayern,"München, Stadt",sehr zentral,kreisfreie Großstadt
3498,81927,DE212,Bayern,Oberbayern,"München, Stadt",sehr zentral,kreisfreie Großstadt
3499,81929,DE212,Bayern,Oberbayern,"München, Stadt",sehr zentral,kreisfreie Großstadt
3500,83022,DE213,Bayern,Oberbayern,"Rosenheim, Stadt",zentral,Städtischer Kreis
3501,83024,DE213,Bayern,Oberbayern,"Rosenheim, Stadt",zentral,Städtischer Kreis
3502,83026,DE213,Bayern,Oberbayern,"Rosenheim, Stadt",zentral,Städtischer Kreis
3503,82294,DE21C,Bayern,Oberbayern,Fürstenfeldbruck,sehr zentral,Städtischer Kreis
3504,82140,DE21C,Bayern,Oberbayern,Fürstenfeldbruck,sehr zentral,Städtischer Kreis
3505,82296,DE21C,Bayern,Oberbayern,Fürstenfeldbruck,sehr zentral,Städtischer Kreis
3506,82299,DE21C,Bayern,Oberbayern,Fürstenfeldbruck,sehr zentral,Städtischer Kreis
3507,82491,DE21D,Bayern,Oberbayern,Garmisch-Partenkirchen,peripher,Dünn besiedelter ländlicher Kreis
3508,82445,DE21D,Bayern,Oberbayern,Garmisch-Partenkirchen,peripher,Dünn besiedelter ländlicher Kreis
3509,82447,DE21D,Bayern,Oberbayern,Garmisch-Partenkirchen,peripher,Dünn besiedelter ländlicher Kreis
3510,82269,DE21E,Bayern,Oberbayern,Landsberg am Lech,zentral,Ländlicher Kreis mit Verdichtungsansätzen
3511,82205,DE21L,Bayern,Oberbayern,Starnberg,sehr zentral,Städtischer Kreis
3512,82110,DE21C,Bayern,Oberbayern,Fürstenfeldbruck,sehr zentral,Städtischer Kreis
3513,82287,DE21C,Bayern,Oberbayern,Fürstenfeldbruck,sehr zentral,Städtischer Kreis
3514,82288,DE21C,Bayern,Oberbayern,Fürstenfeldbruck,sehr zentral,Städtischer Kreis
3515,82291,DE21C,Bayern,Oberbayern,Fürstenfeldbruck,sehr zentral,Städtischer Kreis
3516,82493,DE21D,Bayern,Oberbayern,Garmisch-Partenkirchen,peripher,Dünn besiedelter ländlicher Kreis
3517,82494,DE21D,Bayern,Oberbayern,Garmisch-Partenkirchen,peripher,Dünn besiedelter ländlicher Kreis
3518,82487,DE21D,Bayern,Oberbayern,Garmisch-Partenkirchen,peripher,Dünn besiedelter ländlicher Kreis
3519,82496,DE21D,Bayern,Oberbayern,Garmisch-Partenkirchen,peripher,Dünn besiedelter ländlicher Kreis
3520,82279,DE21E,Bayern,Oberbayern,Landsberg am Lech,zentral,Ländlicher Kreis mit Verdichtungsansätzen
3521,82065,DE21H,Bayern,Oberbayern,München,sehr zentral,Städtischer Kreis
3522,82054,DE21H,Bayern,Oberbayern,München,sehr zentral,Städtischer Kreis
3523,82024,DE21H,Bayern,Oberbayern,München,sehr zentral,Städtischer Kreis
3524,82008,DE21H,Bayern,Oberbayern,München,sehr zentral,Städtischer Kreis
3525,81545,DE21H,Bayern,Oberbayern,München,sehr zentral,Städtischer Kreis
3526,83052,DE21K,Bayern,Oberbayern,Rosenheim,zentral,Städtischer Kreis
3527,83109,DE21K,Bayern,Oberbayern,Rosenheim,zentral,Städtischer Kreis
3528,83088,DE21K,Bayern,Oberbayern,Rosenheim,zentral,Städtischer Kreis
3529,83080,DE21K,Bayern,Oberbayern,Rosenheim,zentral,Städtischer Kreis
3530,82131,DE21L,Bayern,Oberbayern,Starnberg,sehr zentral,Städtischer Kreis
3531,82327,DE21L,Bayern,Oberbayern,Starnberg,sehr zentral,Städtischer Kreis
3532,82380,DE21N,Bayern,Oberbayern,Weilheim-Schongau,peripher,Ländlicher Kreis mit Verdichtungsansätzen
3533,82409,DE21N,Bayern,Oberbayern,Weilheim-Schongau,peripher,Ländlicher Kreis mit Verdichtungsansätzen
3534,76779,DEB3E,Rheinland-Pfalz,Rheinhessen-Pfalz,Germersheim,zentral,Städtischer Kreis
3535,76879,DEB3H,Rheinland-Pfalz,Rheinhessen-Pfalz,Südliche Weinstraße,zentral,Städtischer Kreis
3536,76829,DEB3H,Rheinland-Pfalz,Rheinhessen-Pfalz,Südliche Weinstraße,zentral,Städtischer Kreis
3537,76891,DEB3K,Rheinland-Pfalz,Rheinhessen-Pfalz,Südwestpfalz,zentral,Dünn besiedelter ländlicher Kreis
3538,76474,DE124,Baden-Württemberg,Karlsruhe,Rastatt,zentral,Städtischer Kreis
3539,76437,DE124,Baden-Württemberg,Karlsruhe,Rastatt,zentral,Städtischer Kreis
3540,76547,DE124,Baden-Württemberg,Karlsruhe,Rastatt,zentral,Städtischer Kreis
3541,75382,DE12A,Baden-Württemberg,Karlsruhe,Calw,zentral,Städtischer Kreis
3542,88212,DE148,Baden-Württemberg,Tübingen,Ravensburg,peripher,Städtischer Kreis
3543,88213,DE148,Baden-Württemberg,Tübingen,Ravensburg,peripher,Städtischer Kreis
3544,88214,DE148,Baden-Württemberg,Tübingen,Ravensburg,peripher,Städtischer Kreis
3545,88267,DE148,Baden-Württemberg,Tübingen,Ravensburg,peripher,Städtischer Kreis
3546,88271,DE148,Baden-Württemberg,Tübingen,Ravensburg,peripher,Städtischer Kreis
3547,88636,DE149,Baden-Württemberg,Tübingen,Sigmaringen,peripher,Ländlicher Kreis mit Verdichtungsansätzen
3548,86925,DE21E,Bayern,Oberbayern,Landsberg am Lech,zentral,Ländlicher Kreis mit Verdichtungsansätzen
3549,86929,DE21E,Bayern,Oberbayern,Landsberg am Lech,zentral,Ländlicher Kreis mit Verdichtungsansätzen
3550,86944,DE21E,Bayern,Oberbayern,Landsberg am Lech,zentral,Ländlicher Kreis mit Verdichtungsansätzen
3551,91275,DE234,Bayern,Oberpfalz,Amberg-Sulzbach,peripher,Dünn besiedelter ländlicher Kreis
3552,91332,DE245,Bayern,Oberfranken,Bamberg,zentral,Ländlicher Kreis mit Verdichtungsansätzen
3553,91287,DE246,Bayern,Oberfranken,Bayreuth,peripher,Dünn besiedelter ländlicher Kreis
3554,91289,DE246,Bayern,Oberfranken,Bayreuth,peripher,Dünn besiedelter ländlicher Kreis
3555,91320,DE248,Bayern,Oberfranken,Forchheim,zentral,Ländlicher Kreis mit Verdichtungsansätzen
3556,91099,DE248,Bayern,Oberfranken,Forchheim,zentral,Ländlicher Kreis mit Verdichtungsansätzen
3557,91091,DE257,Bayern,Mittelfranken,Erlangen-Höchstadt,zentral,Städtischer Kreis
3558,90513,DE258,Bayern,Mittelfranken,Fürth,zentral,Städtischer Kreis
3559,91236,DE259,Bayern,Mittelfranken,Nürnberger Land,zentral,Städtischer Kreis
3560,91235,DE259,Bayern,Mittelfranken,Nürnberger Land,zentral,Städtischer Kreis
3561,91207,DE259,Bayern,Mittelfranken,Nürnberger Land,zentral,Städtischer Kreis
3562,91242,DE259,Bayern,Mittelfranken,Nürnberger Land,zentral,Städtischer Kreis
3563,90607,DE259,Bayern,Mittelfranken,Nürnberger Land,zentral,Städtischer Kreis
3564,91247,DE259,Bayern,Mittelfranken,Nürnberger Land,zentral,Städtischer Kreis
3565,91186,DE25B,Bayern,Mittelfranken,Roth,zentral,Ländlicher Kreis mit Verdichtungsansätzen
3566,91171,DE25B,Bayern,Mittelfranken,Roth,zentral,Ländlicher Kreis mit Verdichtungsansätzen
3567,91180,DE25B,Bayern,Mittelfranken,Roth,zentral,Ländlicher Kreis mit Verdichtungsansätzen
3568,87437,DE273,Bayern,Schwaben,"Kempten (Allgäu), Stadt",zentral,Dünn besiedelter ländlicher Kreis
3569,87439,DE273,Bayern,Schwaben,"Kempten (Allgäu), Stadt",zentral,Dünn besiedelter ländlicher Kreis
3570,86863,DE276,Bayern,Schwaben,Augsburg,zentral,Städtischer Kreis
3571,86866,DE276,Bayern,Schwaben,Augsburg,zentral,Städtischer Kreis
3572,89353,DE277,Bayern,Schwaben,Dillingen a.d.Donau,peripher,Ländlicher Kreis mit Verdichtungsansätzen
3573,89440,DE277,Bayern,Schwaben,Dillingen a.d.Donau,peripher,Ländlicher Kreis mit Verdichtungsansätzen
3574,89443,DE277,Bayern,Schwaben,Dillingen a.d.Donau,peripher,Ländlicher Kreis mit Verdichtungsansätzen
3575,89312,DE278,Bayern,Schwaben,Günzburg,zentral,Städtischer Kreis
3576,89343,DE278,Bayern,Schwaben,Günzburg,zentral,Städtischer Kreis
3577,89365,DE278,Bayern,Schwaben,Günzburg,zentral,Städtischer Kreis
3578,89290,DE279,Bayern,Schwaben,Neu-Ulm,zentral,Städtischer Kreis
3579,87654,DE27B,Bayern,Schwaben,Ostallgäu,peripher,Ländlicher Kreis mit Verdichtungsansätzen
3580,86862,DE27B,Bayern,Schwaben,Ostallgäu,peripher,Ländlicher Kreis mit Verdichtungsansätzen
3581,87666,DE27B,Bayern,Schwaben,Ostallgäu,peripher,Ländlicher Kreis mit Verdichtungsansätzen
3582,87459,DE27B,Bayern,Schwaben,Ostallgäu,peripher,Ländlicher Kreis mit Verdichtungsansätzen
3583,87674,DE27B,Bayern,Schwaben,Ostallgäu,peripher,Ländlicher Kreis mit Verdichtungsansätzen
3584,87637,DE27B,Bayern,Schwaben,Ostallgäu,peripher,Ländlicher Kreis mit Verdichtungsansätzen
3585,87742,DE27C,Bayern,Schwaben,Unterallgäu,peripher,Ländlicher Kreis mit Verdichtungsansätzen
3586,97273,DE26C,Bayern,Unterfranken,Würzburg,zentral,Städtischer Kreis
3587,97222,DE26C,Bayern,Unterfranken,Würzburg,zentral,Städtischer Kreis
3588,97255,DE26C,Bayern,Unterfranken,Würzburg,zentral,Städtischer Kreis
3589,97291,DE26C,Bayern,Unterfranken,Würzburg,zentral,Städtischer Kreis
3590,97274,DE26C,Bayern,Unterfranken,Würzburg,zentral,Städtischer Kreis
3591,97294,DE26C,Bayern,Unterfranken,Würzburg,zentral,Städtischer Kreis
3592,97947,DE11B,Baden-Württemberg,Stuttgart,Main-Tauber-Kreis,peripher,Dünn besiedelter ländlicher Kreis
3593,95701,DE23A,Bayern,Oberpfalz,Tirschenreuth,peripher,Dünn besiedelter ländlicher Kreis
3594,96148,DE245,Bayern,Oberfranken,Bamberg,zentral,Ländlicher Kreis mit Verdichtungsansätzen
3595,96138,DE245,Bayern,Oberfranken,Bamberg,zentral,Ländlicher Kreis mit Verdichtungsansätzen
3596,96135,DE245,Bayern,Oberfranken,Bamberg,zentral,Ländlicher Kreis mit Verdichtungsansätzen
3597,96194,DE245,Bayern,Oberfranken,Bamberg,zentral,Ländlicher Kreis mit Verdichtungsansätzen
3598,95686,DE246,Bayern,Oberfranken,Bayreuth,peripher,Dünn besiedelter ländlicher Kreis
3599,95490,DE246,Bayern,Oberfranken,Bayreuth,peripher,Dünn besiedelter ländlicher Kreis
3600,96476,DE247,Bayern,Oberfranken,Coburg,peripher,Ländlicher Kreis mit Verdichtungsansätzen
3601,96279,DE247,Bayern,Oberfranken,Coburg,peripher,Ländlicher Kreis mit Verdichtungsansätzen
3602,96337,DE24A,Bayern,Oberfranken,Kronach,peripher,Ländlicher Kreis mit Verdichtungsansätzen
3603,96355,DE24A,Bayern,Oberfranken,Kronach,peripher,Ländlicher Kreis mit Verdichtungsansätzen
3604,95358,DE24B,Bayern,Oberfranken,Kulmbach,peripher,Dünn besiedelter ländlicher Kreis
3605,95362,DE24B,Bayern,Oberfranken,Kulmbach,peripher,Dünn besiedelter ländlicher Kreis
3606,96257,DE24C,Bayern,Oberfranken,Lichtenfels,peripher,Ländlicher Kreis mit Verdichtungsansätzen
3607,95709,DE24D,Bayern,Oberfranken,Wunsiedel i.Fichtelgebirge,peripher,Ländlicher Kreis mit Verdichtungsansätzen
3608,97708,DE265,Bayern,Unterfranken,Bad Kissingen,peripher,Dünn besiedelter ländlicher Kreis
3609,97517,DE265,Bayern,Unterfranken,Bad Kissingen,peripher,Dünn besiedelter ländlicher Kreis
3610,97795,DE265,Bayern,Unterfranken,Bad Kissingen,peripher,Dünn besiedelter ländlicher Kreis
3611,97799,DE265,Bayern,Unterfranken,Bad Kissingen,peripher,Dünn besiedelter ländlicher Kreis
3612,97650,DE266,Bayern,Unterfranken,Rhön-Grabfeld,peripher,Dünn besiedelter ländlicher Kreis
3613,97656,DE266,Bayern,Unterfranken,Rhön-Grabfeld,peripher,Dünn besiedelter ländlicher Kreis
3614,97491,DE267,Bayern,Unterfranken,Haßberge,peripher,Dünn besiedelter ländlicher Kreis
3615,10243,DE300,Berlin,Berlin,"Berlin, Stadt",sehr zentral,kreisfreie Großstadt
3616,10245,DE300,Berlin,Berlin,"Berlin, Stadt",sehr zentral,kreisfreie Großstadt
3617,10247,DE300,Berlin,Berlin,"Berlin, Stadt",sehr zentral,kreisfreie Großstadt
3618,10249,DE300,Berlin,Berlin,"Berlin, Stadt",sehr zentral,kreisfreie Großstadt
3619,10365,DE300,Berlin,Berlin,"Berlin, Stadt",sehr zentral,kreisfreie Großstadt
3620,10115,DE300,Berlin,Berlin,"Berlin, Stadt",sehr zentral,kreisfreie Großstadt
3621,10117,DE300,Berlin,Berlin,"Berlin, Stadt",sehr zentral,kreisfreie Großstadt
3622,10119,DE300,Berlin,Berlin,"Berlin, Stadt",sehr zentral,kreisfreie Großstadt
3623,10178,DE300,Berlin,Berlin,"Berlin, Stadt",sehr zentral,kreisfreie Großstadt
3624,10179,DE300,Berlin,Berlin,"Berlin, Stadt",sehr zentral,kreisfreie Großstadt
3625,10317,DE300,Berlin,Berlin,"Berlin, Stadt",sehr zentral,kreisfreie Großstadt
3626,10318,DE300,Berlin,Berlin,"Berlin, Stadt",sehr zentral,kreisfreie Großstadt
3627,10319,DE300,Berlin,Berlin,"Berlin, Stadt",sehr zentral,kreisfreie Großstadt
3628,10367,DE300,Berlin,Berlin,"Berlin, Stadt",sehr zentral,kreisfreie Großstadt
3629,10369,DE300,Berlin,Berlin,"Berlin, Stadt",sehr zentral,kreisfreie Großstadt
3630,10405,DE300,Berlin,Berlin,"Berlin, Stadt",sehr zentral,kreisfreie Großstadt
3631,10407,DE300,Berlin,Berlin,"Berlin, Stadt",sehr zentral,kreisfreie Großstadt
3632,10409,DE300,Berlin,Berlin,"Berlin, Stadt",sehr zentral,kreisfreie Großstadt
3633,10435,DE300,Berlin,Berlin,"Berlin, Stadt",sehr zentral,kreisfreie Großstadt
3634,10437,DE300,Berlin,Berlin,"Berlin, Stadt",sehr zentral,kreisfreie Großstadt
3635,10439,DE300,Berlin,Berlin,"Berlin, Stadt",sehr zentral,kreisfreie Großstadt
3636,10551,DE300,Berlin,Berlin,"Berlin, Stadt",sehr zentral,kreisfreie Großstadt
3637,10553,DE300,Berlin,Berlin,"Berlin, Stadt",sehr zentral,kreisfreie Großstadt
3638,10555,DE300,Berlin,Berlin,"Berlin, Stadt",sehr zentral,kreisfreie Großstadt
3639,10557,DE300,Berlin,Berlin,"Berlin, Stadt",sehr zentral,kreisfreie Großstadt
3640,10559,DE300,Berlin,Berlin,"Berlin, Stadt",sehr zentral,kreisfreie Großstadt
3641,10585,DE300,Berlin,Berlin,"Berlin, Stadt",sehr zentral,kreisfreie Großstadt
3642,10587,DE300,Berlin,Berlin,"Berlin, Stadt",sehr zentral,kreisfreie Großstadt
3643,10589,DE300,Berlin,Berlin,"Berlin, Stadt",sehr zentral,kreisfreie Großstadt
3644,10623,DE300,Berlin,Berlin,"Berlin, Stadt",sehr zentral,kreisfreie Großstadt
3645,10625,DE300,Berlin,Berlin,"Berlin, Stadt",sehr zentral,kreisfreie Großstadt
3646,10627,DE300,Berlin,Berlin,"Berlin, Stadt",sehr zentral,kreisfreie Großstadt
3647,10629,DE300,Berlin,Berlin,"Berlin, Stadt",sehr zentral,kreisfreie Großstadt
3648,10707,DE300,Berlin,Berlin,"Berlin, Stadt",sehr zentral,kreisfreie Großstadt
3649,10709,DE300,Berlin,Berlin,"Berlin, Stadt",sehr zentral,kreisfreie Großstadt
3650,45259,DEA13,Nordrhein-Westfalen,Düsseldorf,"Essen, Stadt",sehr zentral,kreisfreie Großstadt
3651,45276,DEA13,Nordrhein-Westfalen,Düsseldorf,"Essen, Stadt",sehr zentral,kreisfreie Großstadt
3652,45277,DEA13,Nordrhein-Westfalen,Düsseldorf,"Essen, Stadt",sehr zentral,kreisfreie Großstadt
3653,45279,DEA13,Nordrhein-Westfalen,Düsseldorf,"Essen, Stadt",sehr zentral,kreisfreie Großstadt
3654,45289,DEA13,Nordrhein-Westfalen,Düsseldorf,"Essen, Stadt",sehr zentral,kreisfreie Großstadt
3655,22081,DE600,Hamburg,Hamburg,"Hamburg, Stadt",sehr zentral,kreisfreie Großstadt
3656,22587,DE600,Hamburg,Hamburg,"Hamburg, Stadt",sehr zentral,kreisfreie Großstadt
3657,22589,DE600,Hamburg,Hamburg,"Hamburg, Stadt",sehr zentral,kreisfreie Großstadt
3658,20095,DE600,Hamburg,Hamburg,"Hamburg, Stadt",sehr zentral,kreisfreie Großstadt
3659,20097,DE600,Hamburg,Hamburg,"Hamburg, Stadt",sehr zentral,kreisfreie Großstadt
3660,20099,DE600,Hamburg,Hamburg,"Hamburg, Stadt",sehr zentral,kreisfreie Großstadt
3661,20144,DE600,Hamburg,Hamburg,"Hamburg, Stadt",sehr zentral,kreisfreie Großstadt
3662,20146,DE600,Hamburg,Hamburg,"Hamburg, Stadt",sehr zentral,kreisfreie Großstadt
3663,20148,DE600,Hamburg,Hamburg,"Hamburg, Stadt",sehr zentral,kreisfreie Großstadt
3664,20149,DE600,Hamburg,Hamburg,"Hamburg, Stadt",sehr zentral,kreisfreie Großstadt
3665,20249,DE600,Hamburg,Hamburg,"Hamburg, Stadt",sehr zentral,kreisfreie Großstadt
3666,20251,DE600,Hamburg,Hamburg,"Hamburg, Stadt",sehr zentral,kreisfreie Großstadt
3667,20253,DE600,Hamburg,Hamburg,"Hamburg, Stadt",sehr zentral,kreisfreie Großstadt
3668,20255,DE600,Hamburg,Hamburg,"Hamburg, Stadt",sehr zentral,kreisfreie Großstadt
3669,20257,DE600,Hamburg,Hamburg,"Hamburg, Stadt",sehr zentral,kreisfreie Großstadt
3670,20355,DE600,Hamburg,Hamburg,"Hamburg, Stadt",sehr zentral,kreisfreie Großstadt
3671,20357,DE600,Hamburg,Hamburg,"Hamburg, Stadt",sehr zentral,kreisfreie Großstadt
3672,20359,DE600,Hamburg,Hamburg,"Hamburg, Stadt",sehr zentral,kreisfreie Großstadt
3673,20457,DE600,Hamburg,Hamburg,"Hamburg, Stadt",sehr zentral,kreisfreie Großstadt
3674,06847,DEE01,Sachsen-Anhalt,Sachsen-Anhalt,"Dessau-Roßlau, Stadt",peripher,Ländlicher Kreis mit Verdichtungsansätzen
3675,06849,DEE01,Sachsen-Anhalt,Sachsen-Anhalt,"Dessau-Roßlau, Stadt",peripher,Ländlicher Kreis mit Verdichtungsansätzen
3676,06861,DEE01,Sachsen-Anhalt,Sachsen-Anhalt,"Dessau-Roßlau, Stadt",peripher,Ländlicher Kreis mit Verdichtungsansätzen
3677,06862,DEE01,Sachsen-Anhalt,Sachsen-Anhalt,"Dessau-Roßlau, Stadt",peripher,Ländlicher Kreis mit Verdichtungsansätzen
3678,31141,DE925,Niedersachsen,Hannover,Hildesheim,zentral,Städtischer Kreis
3679,31188,DE925,Niedersachsen,Hannover,Hildesheim,zentral,Städtischer Kreis
3680,31174,DE925,Niedersachsen,Hannover,Hildesheim,zentral,Städtischer Kreis
3681,31028,DE925,Niedersachsen,Hannover,Hildesheim,zentral,Städtischer Kreis
3682,31029,DE925,Niedersachsen,Hannover,Hildesheim,zentral,Städtischer Kreis
3683,31032,DE925,Niedersachsen,Hannover,Hildesheim,zentral,Städtischer Kreis
3684,31033,DE925,Niedersachsen,Hannover,Hildesheim,zentral,Städtischer Kreis
3685,31039,DE925,Niedersachsen,Hannover,Hildesheim,zentral,Städtischer Kreis
3686,31073,DE926,Niedersachsen,Hannover,Holzminden,peripher,Ländlicher Kreis mit Verdichtungsansätzen
3687,37603,DE926,Niedersachsen,Hannover,Holzminden,peripher,Ländlicher Kreis mit Verdichtungsansätzen
3688,37691,DE926,Niedersachsen,Hannover,Holzminden,peripher,Ländlicher Kreis mit Verdichtungsansätzen
3689,31619,DE927,Niedersachsen,Hannover,Nienburg (Weser),peripher,Dünn besiedelter ländlicher Kreis
3690,31626,DE927,Niedersachsen,Hannover,Nienburg (Weser),peripher,Dünn besiedelter ländlicher Kreis
3691,31749,DE928,Niedersachsen,Hannover,Schaumburg,zentral,Städtischer Kreis
3692,31558,DE928,Niedersachsen,Hannover,Schaumburg,zentral,Städtischer Kreis
3693,31712,DE928,Niedersachsen,Hannover,Schaumburg,zentral,Städtischer Kreis
3694,31717,DE928,Niedersachsen,Hannover,Schaumburg,zentral,Städtischer Kreis
3695,31718,DE928,Niedersachsen,Hannover,Schaumburg,zentral,Städtischer Kreis
3696,31553,DE928,Niedersachsen,Hannover,Schaumburg,zentral,Städtischer Kreis
3697,29599,DE93A,Niedersachsen,Lüneburg,Uelzen,peripher,Dünn besiedelter ländlicher Kreis
3698,36391,DE719,Hessen,Darmstadt,Main-Kinzig-Kreis,sehr zentral,Städtischer Kreis
3699,36396,DE719,Hessen,Darmstadt,Main-Kinzig-Kreis,sehr zentral,Städtischer Kreis
3700,35519,DE71E,Hessen,Darmstadt,Wetteraukreis,sehr zentral,Städtischer Kreis
3701,35463,DE721,Hessen,Gießen,Gießen,zentral,Städtischer Kreis
3702,35767,DE722,Hessen,Gießen,Lahn-Dill-Kreis,zentral,Städtischer Kreis
3703,35716,DE722,Hessen,Gießen,Lahn-Dill-Kreis,zentral,Städtischer Kreis
3704,35630,DE722,Hessen,Gießen,Lahn-Dill-Kreis,zentral,Städtischer Kreis
3705,35232,DE724,Hessen,Gießen,Marburg-Biedenkopf,zentral,Ländlicher Kreis mit Verdichtungsansätzen
3706,35239,DE724,Hessen,Gießen,Marburg-Biedenkopf,zentral,Ländlicher Kreis mit Verdichtungsansätzen
3707,35102,DE724,Hessen,Gießen,Marburg-Biedenkopf,zentral,Ländlicher Kreis mit Verdichtungsansätzen
3708,36399,DE725,Hessen,Gießen,Vogelsbergkreis,peripher,Dünn besiedelter ländlicher Kreis
3709,36341,DE725,Hessen,Gießen,Vogelsbergkreis,peripher,Dünn besiedelter ländlicher Kreis
3710,36088,DE732,Hessen,Kassel,Fulda,peripher,Ländlicher Kreis mit Verdichtungsansätzen
3711,36166,DE733,Hessen,Kassel,Hersfeld-Rotenburg,peripher,Dünn besiedelter ländlicher Kreis
3712,36286,DE733,Hessen,Kassel,Hersfeld-Rotenburg,peripher,Dünn besiedelter ländlicher Kreis
3713,34393,DE734,Hessen,Kassel,Kassel,zentral,Städtischer Kreis
3714,34298,DE734,Hessen,Kassel,Kassel,zentral,Städtischer Kreis
3715,34266,DE734,Hessen,Kassel,Kassel,zentral,Städtischer Kreis
3716,34376,DE734,Hessen,Kassel,Kassel,zentral,Städtischer Kreis
3717,34399,DE734,Hessen,Kassel,Kassel,zentral,Städtischer Kreis
3718,34621,DE735,Hessen,Kassel,Schwalm-Eder-Kreis,peripher,Ländlicher Kreis mit Verdichtungsansätzen
3719,34593,DE735,Hessen,Kassel,Schwalm-Eder-Kreis,peripher,Ländlicher Kreis mit Verdichtungsansätzen
3720,34323,DE735,Hessen,Kassel,Schwalm-Eder-Kreis,peripher,Ländlicher Kreis mit Verdichtungsansätzen
3721,34628,DE735,Hessen,Kassel,Schwalm-Eder-Kreis,peripher,Ländlicher Kreis mit Verdichtungsansätzen
3722,34537,DE736,Hessen,Kassel,Waldeck-Frankenberg,peripher,Dünn besiedelter ländlicher Kreis
3723,34549,DE736,Hessen,Kassel,Waldeck-Frankenberg,peripher,Dünn besiedelter ländlicher Kreis
3724,35116,DE736,Hessen,Kassel,Waldeck-Frankenberg,peripher,Dünn besiedelter ländlicher Kreis
3725,35104,DE736,Hessen,Kassel,Waldeck-Frankenberg,peripher,Dünn besiedelter ländlicher Kreis
